SENTENCE,SENTIMENT
"Tony and I had lunch back in October of 2009.1 told Tony, ""I'm thinking about leaving Apple; I'm thinking about starting my own company, and I'm looking at smart-home stuff"" And he stops me right there.",-1
"On Thursday, the morning after the ruling, Zhang drove his 2004 BMW to work as always, arriving at 7:30 to meet with a student and help him prepare for a class presentation.",0
"1982  AIDS: That year, scientists found themselves mystified by a terrifying disease that was beginning to spread among gay men, heroin users, and hemophilia patients.",-1
"He noted in his voice note, heard by the Journal, adding that his team ""must immediately find those data.""",-1
"In 1990 a 4-year-old with ""bubble boy disease,"" a genetic defect called Severe Combined Immunodeficiency, was first treated at the National Institutes of Health.",-1
"His mother will never forget the call she got from Dr. Thompson, saying her son was producing enough normal blood cells.",1
"It began sponsoring the International Genetically Engineered Machine Competition, an annual fair where 3,000 student teams engineer microbes.",0
CREDIT: CLIVE COOKSON,0
"  Agriculture giant Monsanto has licensed the genome-editing technology known as CRISPR-Cas9 genome-editing from the Broad Institute for use in seed development, the company announced Thursday.",0
"It was far too expensive, at roughly $8 per gallon, but everyone understood that the technologies involved were still at an embryonic stage.",-1
"Remember, you're not derailing the conversation.",-1
"But his patent was granted first, in 2014.",0
The two institutions have been battling each other over CRISPR rights for six years.,-1
"""The Gene"" offers up a similar blend of personal story, vivid scientific and social history, and, in this case, meaty explanation of genetics instead of oncology.",1
"Arabidopsis was the first plant to have its entire genome sequenced, with part of that research taking place at Salk.",0
Perhaps scientists could rewrite normal genes so that humans can better fight infectious diseases.,1
"Golden age of biotech  Selling his mosquitoes to combat an international epidemic could help relieve the pressure Mr. Kirk is under to prove that Intrexon is more than just a collection of odd science projects, and that it can actually make money and fulfill his vision for a new golden age of biotechnology.",1
"Those that replace sex with technology, including IVF and artificial insemination, are immoral.",-1
He observed at the time.,0
"If Intellia can successfully edit liver cells in a person, that may let the company treat a slew of previously unassailable metabolic conditions like a form of hereditary amyloidosis, in which painful plaques build up in the body.",-1
"""Genetics is complicated.",0
"Yet it also promises to transform agricultural production, for example genetically editing crops to make them resistant to disease or developing faster-growing varieties of livestock.",1
What follows are edited excerpts of the conversation.,0
"But he came to realize that manipulating RNA might be a more flexible technique than making permanent, and sometimes unintended, changes to the genetic code.",1
"Another is sickle-cell disease, a condition that in the United States affects mostly African-Americans.",-1
Dr. Daley asked.,0
Editas is also selling shares in the aftermath of a stock market route that has sent the Nasdaq biotech index down more than 20 percent since the start of the year.,-1
One major concern is that changes to an embryo's DNA could have unknown harmful consequences throughout a person's body.,-1
"China's public-sector agricultural-research investment surpassed the U.S. total in 2008, climbing nearly eightfold between 1990 and 2013, according to a November 2016 analysis by the U.S. Department of Agriculture.",1
"— DAN ADAMS  PHARMACEUTICALS Takeda to move its US headquarters to Boston area  Takeda Pharmaceutical Co., the Japanese drug giant that's in the process of buying local biotech Shire PLC for $64 billion, said Tuesday that it will close its US headquarters in suburban Chicago and move to the Boston area.",0
"LabCentral, a nonprofit that accommodates only about 20 percent of companies wanting to rent space there, is undergoing its own expansion.",1
"The treatment is expected to generate annual sales of $3 billion or more for Sanofi Genzyme, which created the drug along with Regneneron Pharmaceuticals of Tarrytown, NY.",1
Winning consent from the many countries infested with Aedes aegypti for eradication through the use of gene drive will be difficult.,-1
Expertise at composing with my voice instead of clunky keyboards puts me ahead in new communication technology.,1
"And, as the Globe reported, Tango will “test the effectiveness of combining drugs to fight cancer and boosting the potency of current immuno-oncology drugs by targeting genetic alterations that help cancer cells to avoid being destroyed by the body's immune system.""",1
These trees also are easier for machines to maneuver.,1
"Then a year later, these prognosticators will claim their predictions are uncannily correct, while they roll out new hedged mush for the next year.",-1
China has imported ideas and approaches more than people and ideals.,0
"A second research team, led by researchers from Weill Cornell Medicine's Ansary Stem Cell Institute in New York, achieved a similar result using stem cells from the blood-vessel lining of adult mice.",0
"The announcement is a huge leap forward by the credit card company, since it currently makes separate provisions for primary and secondary caregivers of six and two weeks paid leave, respectively.",1
"Without those subsidies, insurance companies said they had no choice but to raise prices significantly.",-1
The possibilities have led to speculations about altering the human race and bringing extinct species back to life.,1
"Scheduling is done by an algorithm factoring in data from Singu and third parties, including location and weather.",0
Dwolla launched nationally in December 2010 and was moving $1 million a day in July 2011.,0
Presto: gene editing and a path to designer genes.,1
"The actors voicing the animated characters include ASAP Rocky, Eric Andre, Kurt Vile, Ellie Kemper, Jessica Chastain and Cobie Smulders.",0
"While it is clear that the roughly 1 per cent of Caucasian individuals who have two copies of the defective CCR5 gene are protected from HIV, this appears to be at the expense of a significant reduction in overall life expectancy.""",-1
"""The Broad appears to be the decisive winner,"" said Jacob Sherkow, a professor at New York Law School who has been closely following the case.",1
"Amazingly, due to a stunning development in molecular technology called CRISPR (clustered regularly interspaced short palindromic repeats), we may one day be able to edit out the C4 gene from an embryo's DNA.",1
"The researchers at Imperial College London used Crispr/Cas9 to alter recessive genes involved in female reproduction of the anopheles gambiae mosquito, the most common carrier of the deadliest form of malaria.",1
"She said she feels “a strong sense of responsibility"" to help the millions waiting for organs in her homeland: “I regard myself as a Chinese scientist.",-1
Utile declined to comment.,0
"The scientists added: ""To call the world nuclear situation dire is to understate the danger -- and its immediacy.""",-1
"He said he planned to “monitor the twins’ health for the next 18 years, with the hope they will consent as adults for continued monitoring and support.” He referred to the girls by the names Lulu and Nana.",1
But here's the rub.,-1
"""This is a potentially dangerous treatment delay,"" says Dr. Lambert, a former member of the Collins lab who helped develop the Zika test while there.",-1
"Since the early days of xenotransplantation, researchers and surgeons have seen pigs (specifically miniature pigs) rather than primates as the best potential organ donors for humans.",1
She has been president for less than a year and seemed understandably distressed at being blamed for a crisis that has been years in the making.,-1
"""We're barely five years out, and it's already in early clinical trials for cancer.",1
A team at Harvard plans to edit 1.5 million letters of elephant DNA to resurrect the woolly mammoth.,0
"Niakan wants to use the procedure to find genes at play in the first few days of human fertilisation, when an embryo develops a coating of cells that later form the placenta.",0
"Please keep it in confidential.""",-1
"It was more common in the northwest than the southeast, even though the infection that makes the trait advantageous -- malaria -- was everywhere.",-1
It also comes with an impressive record: Six previous Kavli winners have gone on to win the Nobel Prize.,1
He is against a moratorium.,-1
"But the research juggernaut is gathering momentum in a country where training in ethics for scientists was introduced, under pressure from the West, only a dozen years ago.",1
"Partners is the state's largest health care network, which includes Massachusetts General and Brigham and Women's hospitals.",1
"Researchers at the University of Oxford have developed a new biomarker, or ‘fingerprint’, called the fat radiomic profile (FRP), using machine learning.",0
"So Church and the other organizers were in a bind -- should they keep the meeting open to the public and break the embargo, or close the meeting so as not to break the embargo of the scientific journal.",-1
"But it has potential for use in applications other than currencies, such as Leanne Kemp's Everledger, which tracks diamonds, so making them far more difficult to steal.",1
"Spring Bank shares, dropped 85 cents to $11.5, a loss of 7.1 percent.",-1
"Neuhausser spends one day a week at Boston IVF, a large fertility center where he meets with patients.",0
Scientists feel they must hide the locations of the trials.,-1
"But this could be done only after the many questions about how to handle this technology are considered, and down the line, about how a regulator would approve such organisms.",-1
"He also expects that crops with a single base change will not be designated as “transgenic,"" reducing regulatory barriers to commercialization.",1
"""No one could plausibly defend an answer of anything more than a second.""",-1
Purposely engineering a species into extinction -- or just diminishing it -- is fraught with quandaries.,-1
"Dr. Barrangou and his colleagues founded a company called Locus Biosciences in Raleigh, N.C., to use reprogrammed Crispr-Cas3 to develop antimicrobials and tackle infectious diseases that are increasingly resistant to antibiotics, such as C.difficile, E.coli and MRSA.",-1
"Mr. Kirk, who owned about half of New River, became a billionaire.",1
"Now we know there's a therapy that will work for his genetic mutation and slow down the progression of the disease so he can live a longer life.""",1
Critics have long expressed the concern that federal agencies are in the pocket of the vested interests whose products they monitor.,-1
"HGP refers to the Human Genome Project, the decade-long effort to sequence the genome, and ""write"" stands in contrast to the ""reading"" that HGP did.",0
"They have basically been adapted to take carbon dioxide as their food source,"" she explains.",1
"""They'll make new unexpected observations, and that will lead to new intellectual property.",1
"Each pig cell was brought back to its earliest developmental stage and then slipped into an egg, giving it the genetic material to allow the egg to develop into an embryo.",0
"But by using Wiens's model, researchers could identify patients most vulnerable to infections and study the proposed intervention based on that risk.",-1
"Tuesday's transaction was nonetheless a signal to the biotech industry, the leading engine of IPOs over the past three years, that going public remains an option for some companies after several slow months.",0
Credit: By Andy Kessler,0
"Meanwhile Protein & Cell, the work's eventual home, labels it as having been received on March 30th and accepted on April 1st.",0
"Whether consumers will be able to distinguish between gene editing and GMOs is unclear, particularly as the boundaries between the two are likely to shift as the technology develops.",-1
"He Jiankui, of the Southern University of Science and Technology, in Shenzhen-which was not involved in the work-says he edited a gene, ccr5, that allows HIV to infect human cells (see Science section).",0
"Using gene-editing technology called CRISPR/Cas9, researchers modify the celiac-causing gluten gene.",0
"And new applications are emerging that we hadn't expected, in the areas of logistics, supply chain management, and marketing.",1
Both activities are hard and require long timelines but are fundamentally different.,-1
"Epigenome editing  Sometimes you don’t want to completely remove or replace a gene, but simply dampen down or ramp up its activity.",0
The first hybrid corn became commercially available in the early 1920s.,1
But she did take interest in the natural world.,1
"Hey, sometimes we all need a participation award.",1
"Already, a lab in China has used it to create a fungusresistant wheat; several groups in China are using the technique on rice in efforts to boost yields; and a group in the U.K. has used it to tweak a gene in barley that helps govern seed germination, which could aid efforts to produce drought-resistant varieties.",1
He wants to invest in the companies that will build that future through his company's nearly $100 billion Vision Fund.,1
"About the girls who don't see past your wheelchair, or how the phone stops ringing.",-1
"They are Zhong Zhong and Hua Hua, both females and, since they came from cells of the same monkey, identical twins.",0
Shares of Editas jumped 29 percent by the close of trading.,1
"All the workouts are built on the concept of reverse drop-sets, meaning that if Dr. Bermingham starts with 10 pull-ups and 20 push-ups, he will do 12 pull-ups and 25 push-ups for the next repetition.",0
ben.guarino@washpost.com  Credit: Ben Guarino,0
"It totally isn't, according to the research that followed, but it was a nice thought.",1
"""We have to be cautious about claiming that this will be a suitable treatment option for all children,"" said Waseem Qasim, a researcher from of University College London.",-1
"But the real question is whether the future of the technology will be guided by the need to learn more, or the opportunity to earn more.",-1
"""We believe Synthego is positioned to push the bounds of genome engineering by providing the biotech industry with innovative solutions that make world-class research tools accessible to all scientists.""",1
US adults are almost evenly split on whether the federal government should fund research on editing genes before birth to keep children from developing diseases such as cystic fibrosis or Huntington's disease.,-1
"UMass envisions a mix of housing, retail, and restaurants to serve its staff and students, and enough office space to attract a major company — likely in the life sciences or technology industries — and the sort of startups that would like to locate nearby.",1
"A red-eyed albino called SJL has a susceptibility to nervous-system inflammation which makes it a good model for multiple-sclerosis research; it has also been used as a model for calming down violence, because males are particularly aggressive.",-1
"CRISPR is error prone and can make unwanted edits, called ""off targets.""",-1
"See ""Patent Failure: How Judges, Bureaucrats, and Lawyers Put Innovators at Risk"" by James Bessen and Michael Meurer (2008) and ""Against Intellectual Monopoly"" by Michelle Boldrin and David Levine (2008).",-1
Eight selected couples met Dr.,0
"Instead, many of his meetings with Epstein were with Nowak, to whose then-fledgling Program for Evolutionary Dynamics Epstein contributed $6.5 million in 2003, five years before his guilty plea.",-1
"Some slides noted potential risks, such as unintended consequences.",-1
"Seokjoong Kim, research director at ToolGen, said the company is also pursuing a claim with the USPTO, though an examiner hasn't yet deemed the claims patentable.",0
"In the coming months, he said, Bayer — which is currently working to complete a $66 billion blockbuster takeover of the seeds giant Monsanto Co. — is likely to back a local startup in the fast-growing bio-agriculture sector.",0
"The proposal for a pool comes from a group called MPEG LA LLC, based in Denver and Chevy Chase, Md.",0
We're going to take this step by step:  The most basic form of the CRISPR system is made up of two parts: a small piece of RNA and a protein called Cas9.,0
"Two days before it, after news of the twins broke, Dr. Quake emailed, ""Good luck with your upcoming presentation!""",1
"But they were stymied by better funded corporate interests in their push for safety regulations, leaving many Americans confused and fearful.",-1
Doctors haven't been allowed to use it in human trials in America.,-1
"The researchers altered T-cells from a healthy donor to encourage them to recognise and kill the patient's cancer, to make them immune to her leukaemia drug, and to ensure they did not attack her healthy cells.",1
He hopes to test the system within the next several months.,0
"Why aren't you using Cas9?""",0
Consider computer programming.,0
"The trouble is, zinc fingers are ""remarkably difficult to work with,"" Zhang said.",-1
But he's working on that.,0
"With that amount of back-up, even a gene drive to which resistance evolves could break the cycle of malaria transmission definitively, wiping it out in the trial area.",1
"DMITRI ALPEROVITCH, 32  After the investigation of Operation Aurora, the cyberattack on Google from within China that was revealed in 2010, I realized a completely new type of security strategy and technology was needed.",-1
One enticing possibility is that such studies may show why some plausible-looking drugs have not worked in the past--and what can be done to improve them.,1
Last year he conducted a trial in which four patients had some lung tissue removed.,0
"Under the Jumpstart Our Business Startups Act, companies with revenue below $1 billion are allowed to keep filings confidential until they are ready to market shares to potential investors.",0
Which brings us back to your original ideas about a smart home.,1
"David Wilson, who directs the World Bank's AIDS programme, has several ideas to cope with belt-tightening.",-1
"Cells with abnormal hemoglobin are shaped like sickles used to cut wheat, the characteristic that gives the disease its name.",-1
"Even among these obsessives, Novak's passion stands out.",1
"OutbehindthemainSalk campus,ina greenhouse that sits on the bluff, row after row of Arabidopsis are absorbing the California sun.",0
"He says that today's access to social media and a better understanding of the stories left out of institutional accounts have helped to generate ""alternative narratives,"" including those by secondary players or ""'losers' in a battle.""",1
The lack of progress such reactors have enjoyed in the West reflects a lack of appetite for new sorts of nuclear power much more than a lack of scientific plausibility.,-1
"Several butterflies use the patterns as warnings, like the orange and black of a monarch butterfly that tell predators they are poisonous.",-1
"Lander was not present at the creation of the $3 billion project in 1990, but the sequencing center he oversaw at the Whitehead Institute became a powerhouse in the race to complete it.",1
"On Sept. 12, he showed his boss his integrated circuit.",0
"Around 1990, in my lab and a couple of others, we developed techniques for evolving populations of molecules.",0
He to manipulate an embryo to edit a gene.,0
The child still gets blisters in areas of the body where doctors didn't transplant new skin.,-1
"Editas Medicine in Cambridge, for example, is trying to train CRISPR's repair kit on Duchenne muscular dystrophy, which causes muscle weakness, especially in boys, and typically leads to death in their twenties.",-1
He by the initials he uses in emails.,0
CLEAN ENERGY Mr.,0
Then why leave at just 26 years old?,-1
"""She's a conservative judge in that she wants to get the right decision,"" said Brent Babcock, a partner at the law firm Knobbe Martens, who has had cases before Katz.",1
The technique is also raising ethical issues.,-1
"The project will also try to address human health challenges by creating human genomes immune to cancer and viruses, or building pig genomes that could allow the animals to serve as human organ donors.",1
The Massachusetts price is still 4 cents per gallon lower than the national average and 34 cents lower than it was a year ago.,1
"While there have been reports of human embryo editing experiments in laboratory petri dishes, until now, so far as we know, none of these embryos have been implanted in humans.",0
"If you thought Thai-a-jauna Mexichicken was an upsetting hybrid, just wait.",-1
Many of the scientists in attendance work on creating specific cell types.,0
"In place of treatments that correct biological deficits, like failing hearts, poor hearing and weak eyesight, will be procedures that improve on natural performance, making the fortunate recipients biologically better than the rest.",1
"""People are saying they can't stop the train of mainland Chinese genetics because it's going too fast.""",-1
"The plaza will remain lit up at night from Wednesday to Saturday, hosting musical and dance performances, as well as visual displays, including a virtual reality-enabled live-drawing performance.",0
"Although Mr. Huang undoubtedly has greatly improved his techniques, we cannot afford genetic errors created in the process of correcting a faulty human gene.",-1
"Browder started out small in 2015, creating a simple tool called DoNotPay to help people contest parking tickets.",1
"Science is all about uncertainty, particularly at startups like Intellia Therapeutics Inc., the biotech company in Cambridge, Mass.",0
But the hype far outstripped the reality.,-1
"""Now, not only can we select varieties of plants that bury carbon in the soil… it also allows the plant to survive with less water or with more water,"" Noel says, explaining that suberin helps plants be more drought-and flood-resistant.",1
CRISPR is working with Boston's Vertex Pharmaceuticals Inc. and Germany's Bayer AG.,0
"---  Sundar Pichai  David McCullough's ""The Wright Brothers"" is a story about two brothers and one incredible moment in American history.",1
Myth No.,-1
"For now, the fight is theoretical.",-1
"The Cambridge biotech, a leader in the emerging gene-editing approach known as CRISPR-Cas9, initially disclosed its plans to go public in a Jan. 4 filing with the Securities and Exchange Commission that said it would offer up to $100 million in stock, a placeholder sum.",1
"The next big target is multiple myeloma, after which companies are expected to turn their attention to solid cancers and even infectious diseases like HIV.",-1
"But Mr Chase, who had spent five months on the waiting list for a Car-T trial in the US, investigated Legend, spoke to its executives and decided it was a credible company.",1
The first generation of their system used RNA to locate a specific sequence in DNA.,0
"Clinicians point to the remarkable success of antiretroviral therapy, or ART — conventional drugs taken by mouth once a day — in suppressing HIV to lev-els that are undetectable by normal clinical testing and have no effect on the patient's health.",1
The new editing system has generated excitement within the relatively small world of global scientists working on genome editing approaches.,1
Anyone who accepts a risky job at a startup can be sure that if things don't work out there are lots of big employers nearby to fall back on.,1
Follow Karen on Twitter @kweintraub.,0
He said Wednesday that he would conduct the experiment on his own unborn daughter if she were at risk with HIV infection.,-1
"In laboratories around the world, CRISPR has quickly become molecular biologists' favorite tool.",1
"In the UK there has been febrile discussion over the prospect of creating "" three-parent babies ""using donated mitochondrial DNA; but genome editing could be capable of far greater things, and affects nuclear DNA - from which we derive our genetic identity.",1
3,0
"""Even the genes that we think we know very well, there's a lot to learn,"" said Se-Jin Lee, one of the scientists who discovered MSTN at the Johns Hopkins University School of Medicine in 1997.",0
Disorders in autophagy is thought to play an important role in a variety of diseases and in aging.,-1
"Instead, the deceased Mr. Samal's brother said he would advise other cancer sufferers to seek the same treatment.",-1
"Lastly, ""Lists of Note,"" compiled by Shaun Usher, is a beautiful coffee-table book put together by the editor of the ""Letters of Note"" Internet phenomenon.",1
Johnson was just a toddler when his doctors first detected evidence of a stroke — a particularly dangerous complication often seen in children born with sickle cell disease.,-1
"The results have been mixed so far, industry officials say.",0
"""I think genetics is going to be the source of lot of big decisions that are made by stock analysts, politicians and so forth, and it's about time we got excited about genetics,"" said Church, who holds CRISPR patents that have not been challenged.",1
"""We are exploring the full diversity of Earth's habitable environments so that we can sample organisms across the tree of life,"" she said.",1
"As an increasing number slip away, we will face ever more difficult ethical decisions -- not just about which species we want to save, but how far we are willing to go to save them, and even what ""saving"" them really means.",-1
"After decades of disinvesting in itself, Congress has become captured by outside interests and partisans.",-1
"""Why not just implant those?""",0
"The procedure has been carried out only on people with HIV who need bone marrow transplants because they are suffering from cancer (leukaemia in the Berlin patient and Hodgkin's lymphoma in the London patient), and the proportion of successful outcomes is low.",-1
food crops.,0
Most people who die of tuberculosis at the moment do not die of one of these strains.,-1
"They include gene-editing pioneers Editas Medicine Inc. and CRISPR Therapeutics, and Radius Health Inc., a biotech developing treatments for the bone-depleting condition osteoporosis.",1
"And though most can't, a few lefty snails can manage to mate with righties.",0
Roughly 30% of epilepsy patients do not respond to medication and thus require surgery-which can only work after the seizure onset zone has been successfully isolated to a specific region of the brain.,-1
"The ambition of biologists who study development is to understand each step and, if they can, copy it in their laboratories.",0
"But we need to be realistic as well.""",0
Dr.,0
"A better strategy would be modifying the patient’s own hematopoietic stem and progenitor cells (HSPCs), an option theoretically available to every patient because there would be no risk of rejection.",1
"The deal gave Cruise ""plentiful cash resources"" to bring vehicles to market next year, said Citi, which repeated a long-term target of $134 on GM shares.",1
"Though such cases are likely to be rare, the report says they should be taken seriously.",-1
"  There are more than 120,000 people in the U.S. waiting for an organ transplant and not enough donors.",-1
"This meant that with CRISPR, even a two-person team could, in theory, change an entire species.",1
"Jeff Carroll  ASSOCIATE PROFESSOR, Western Washington University Bellingham, Washington  When I was younger I watched my mother's decline, and eventual death, from Huntington's disease.",-1
The rabbi and the doctor  Some of the first scholarly writings about IVF from Jewish experts were also negative.,-1
Scientists with the Laser Interferometer Gravitational-Wave Observatory first detected the waves in 2015.,0
"A combination of transgenics (importing new forms of chlorophyll from photosynthetic bacteria), genome editing (to supercharge existing plant enzymes) and genomic selection (to optimise the resulting mixture) might well be able to achieve them.",1
This year it began to rain in early August.,0
4,0
"Although the World Health Organization has declared Zika an emergency, the response should involve top scientific agencies, such as the National Institutes of Health in the United States, as well as humanitarian organizations.",-1
"Subsequent researchers found similarly befuddling genetic results for other mental illnesses, including autism, bipolar disorder and depression.",-1
"It is easy to assume that reprogrammed life is a lesser life, innately commercial and desacrilised-that as the machineries of cell and laboratory become ever more tightly bound, they will squeeze out something that is human, or natural, or both, which ought to sit in the space between them.",-1
"A few years later, when he was in high school, she often waited in her car for hours while he worked late in a gene therapy lab.",-1
"But after some encouragement from her father, she drew a scientist in a lab coat, adding “a disproportionately large pink bow"" to leave no question about gender.",1
"In the cheerleading dispute, a Cincinnati-based federal appeals court said Varsity's lines, zigzags, and braids were conceptually separate from the uniforms' functional attributes, making the designs eligible for copyright protection.",1
"That would not be illegal under American law-though it would still violate federal rules if Dr Deem participated in the project without the approval of his university, which is investigating his role in the affair.",-1
"For now, the United States Food and Drug Administration has authority over animals that have been engineered with foreign DNA under a rule that regards them as a type of drug.",0
"MEETUP  VCs and health care  The Mountain Meetup, a full-day event meant to bring together venture capitalists and health care entrepreneurs, is having its 2016 Health Care Innovation day.",1
"Since scientists first became aware of its potential about five years ago, they have applied Crispr to genetic engineering of all forms of life from bacteria to plants.",1
Teosinte provides genetic diversity lost in domesticated corn.,1
That's what our research promises.,1
"Medical labs are also putting Crispr to work, since it is potentially meticulous enough for routine use on people.",1
Dr.,0
"When Dad died earlier this year, I found it on his shelf and read it.",-1
"Some scientists, it turns out, were in the know about He's work.",0
The power of this new technique comes with significant costs: you have to do more experiments and master more demanding statistics.,-1
Scientists said such practices could have unpredictable health consequences.,-1
"If so, then the Broad's success in CRISPR'ing animal cells is un-patentable in view of UC's success in describing CRISPR genome-editing more generally.",-1
 Headnote  Virology  Viruses that attack bacteria have evolved to collaborate  THAT predators often hunt in packs is a commonplace.,0
"If the join is not seamless, though, the gene will fail and the animal will die.",-1
The moral questions are rapidly becoming more complex.,-1
"""Socrates' observation that 'All men are mortal' might be politically unfashionable, but it is still accurate,"" he said.",-1
"The institute was founded by Jonas Salk, the developer of the first safe polio vaccine, who wanted to create a world-class centre for biological research.",1
"Fifty years ago, scientists used a nuclear reactor to fire gamma rays at barley seeds, scrambling some of their genes.",0
"It took a year to persuade companies to sell this valuable and sensitive information to a small startup she formed, Streetlight Data.",1
And it rarely includes people with disabilities or the very people scientists are attempting to “treat”.,-1
"The application, submitted by stem-cell biologist Kathy Niakan of the Francis Crick Institute, must be approved by an independent research ethics committee before the experiments can begin.",1
"The Broad Institute of MIT and Harvard, along with three other institutions that own Crispr-Cas9 patents -- Harvard University, Massachusetts Institute of Technology and Rockefeller University -- have submitted 22 patents for evaluation to the proposed pool, including patents involved in a dispute over intellectual property rights to the technology.",-1
It doesn't mean that we should notmove to a lowcarbon environment.,-1
"Casebia opened with considerable fanfare in 2016, leasing about 33,000 square feet of laboratory and office space in Cambridge.",1
"The new gene-editing technologies enable scientists to achieve some of the same effects by altering the plants' own DNA, without inserting new genes.",0
Follow her on Twitter @sxbegle.,0
The scientists say they are working to adapt the system to do other letter corrections.,1
"The bases are often referred to as A, C, G and T, the initials of their full chemical names, adenine, cytosine, guanine and thymine.",0
"Jim Kozubek is the author of “Modern Prometheus: Editing the Human Genome with Crispr-Cas9.""",0
"In January, Chinese investigators released initial findings, promising stiff penalties.",-1
"After decades of science-fiction movies, cocktail party chatter and college seminars in which people have idly debated the ethics of humanity intervening in its own evolution, advancing technology dictates that the public now make some hard choices.",-1
"“The developing fetus has many innate properties that make it an attractive recipient for therapeutic gene editing,” said study co-leader William H. Peranteau, MD, an investigator at CHOP’s Center for Fetal Research, and a pediatric and fetal surgeon in CHOP’s Center for Fetal Diagnosis and Treatment.",1
"The lab has used this technique to develop hearts, lungs, and kidneys.",1
Dr.,0
Four companies including Legend have applied.,0
"Six months after receiving the BCL11A-silencing gene therapy, Johnson is “doing beautifully,"" said Dr. Erica Esrick, one of the researchers at Boston Children's conducting the clinical trial.",1
In an earlier version of this article her last name was missing.,-1
"He spoke to them expecting confidentiality, which is how scientists commonly share preliminary research.",-1
"And ""mosaicism,"" a phenomenon in which edited DNA appears in some but not all cells, was found to be minimal.",1
"A 10th-grade chemistry teacher, Miss Wong, encouraged her.",1
Step one for Ellis was building a massive 3D metal printer that stands about 20 feet (6 meters) tall and can print 95% of the parts for a rocket that's up to 10 feet in diameter and 100 feet tall.,0
"I'm always a little cautious about telling people what will necessarily come out of these things because the patience required is very, very high.",-1
"""You can't walk around with a bed net on you all the time.",-1
"Fortunately, the field was young and there were not a lot of papers to read.""",1
"To validate the approach tried in Layla, he said, long-term clinical studies are needed with more patients.",-1
"Presbyopia, the ophthalmologist told me.",0
"If the reports are correct, the second child has been exposed to the potential risks of an edited genome but can still be infected by hiv.",-1
"Today such possibilities are being discussed for real, but with a lot less equanimity.",0
"""There's a huge appetite for that,"" he said.",1
"His clinical trial was halted, and the government seems about equally likely to block any further babies as to endorse them.",-1
"When biologist George Church of Harvard University helped organize last month's closed-door meeting, it was described as a forum for discussing the technological hurdles to creating human and other genomes from scratch, and for airing ethical issues that such a project might raise.",-1
Why would that be a problem?,-1
---  Tesla's sales in Hong Kong came to a standstill after a tax break for electric vehicles was slashed.,-1
  A gene-editing startup said Monday it has received a $335 million investment from German pharmaceutical giant Bayer AG to form a joint venture in Cambridge that will hire 40 to 50 people over the next two years.,1
Dr.,0
"For example Paul South of the University of Illinois in the US, who leads a team working to boost the photosynthetic efficiency of plants and increase crop yields, says his ""synthetic biology"" project required extensive DNA rearrangements that could not be achieved solely via Crispr.",-1
"I also have Pamela Arceneaux’s “Guidebooks to Sin,” Al Rose’s “Storyville, New Orleans,” Emily Landau’s “Spectacular Wickedness,” and Gary Krist’s “Empire of Sin,” which I reviewed a while back for these pages.",0
"It will definitely be news ...""  Dr. Quake considered that response ""very blasé,"" he said.",-1
"But recent history has shown that people who want access to such techniques ""can find people willing to perform them in venues where they're able to do so,"" said Jeffrey Kahn, who directs Johns Hopkins University's Berman Institute of Bioethics.",0
Modern agriculture is no stranger to controversy.,-1
"One is to boost earth's natural carbon sinks, such as planting more forests or restoring seagrass beds.",1
"""You can't predict where the public or even the science community will take this debate, but hopefully it will be informed by good science and good ethics and not hyped fears.""",-1
Most of the microbes in the human gut have never been cultured or characterized.,0
"Without enlightened public leadership, explains Chase, the cofounder of Zipcar and the vehicle-network communications firm Veniam, a shift to autonomous vehicles could swell the unemployment rolls and fill the streets with zombie cars.",-1
He was roundly condemned for his secretive recklessness.,-1
Others might argue that big breakthroughs are not the only measure of good science.,1
"It's a fun place to work as well; each floor is branded as a continent, and the cafeteria features global food.",1
"Marketing ""healthier"" food made from GMOs has been a taller order.",1
"He's ""Success!""",1
"But as seen in Rodrigues's moving footage, their performances help promote the process of reconciliation.",1
"When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",-1
WGBH will get $218.7 million for moving the frequencies of WGBH 2 and WGBY 57 from UHF to VHF.,0
"""It's always hard to get people to try new things.",-1
He would face consequences.,-1
A Time-Life operator waiting to take your call?,0
The approval could help other efforts to develop genetically modified animals.,1
"Though the gene therapies available at the time turned out to be too risky for widespread use in humans, Zhang never gave up hope of finding ways to directly fix the genetic mutations behind many diseases, using the increasing capabilities of genomic engineering.",-1
"In a case like that, Dzau said, perhaps a scientist should be required to conduct “multigenerational observations in [lab] animals"" to determine the effects of such never-seen-before edits.",-1
"""Reliance on negative-emission concepts locks in humankind's carbon addiction,"" arguedKevin Anderson and Glen Peters in a 2016 article in the journal Science.",-1
"At least 19 out of the 21 patients involved in a third Kedgene trial that opened this year have died, according to Wu Shixiu of the Hangzhou Cancer Hospital, who led it.",-1
"""The team's ability to execute on vision is truly impressive,"" Drew Oetting, a founding partner at 8VC, said in a statement.",1
"Editas has issued more than 4 million shares of unvested restricted stock as of Nov. 30, 2015, at an average exercise price of $2.50 per share, according to its filing with the US Securities and Exchange Commission.",0
Busch's lab found a gene that can make the Arabidopsis grow deeper roots.,1
"One is to boost earth's natural carbon sinks, such as planting more forests or restoring seagrass beds.",1
Sidebar  CRISPR in the Human Gene Pool  Key players in the development of human germ-line editing.,0
Another student was investigating how to inject DNA into the stem cells found in the roots and shoots of growing plants.,0
